track_name;artist(s)_name;artist_count;released_year;released_month;released_day;in_spotify_playlists;in_spotify_charts;streams;in_apple_playlists;in_apple_charts;in_deezer_playlists;in_deezer_charts;in_shazam_charts;bpm;key;mode;danceability_%;valence_%;energy_%;acousticness_%;instrumentalness_%;liveness_%;speechiness_%
Until I Found You;Stephen Sanchez;1.00;2021.00;9.00;1.00;4427.00;4.00;726434358.00;69.00;100.00;154.00;20.00;438.00;202.00;A#;Major;34.00;25.00;51.00;69.00;0.00;18.00;4.00
Rich Flex;Drake, 21 Savage;2.00;2022.00;11.00;4.00;4657.00;18.00;573633020.00;84.00;84.00;42.00;0.00;23.00;153.00;B;Minor;56.00;42.00;52.00;5.00;0.00;36.00;24.00
Easy On Me;Adele;1.00;2021.00;10.00;14.00;10195.00;20.00;1406111294.00;258.00;87.00;657.00;22.00;9.00;142.00;F;Major;60.00;13.00;37.00;58.00;0.00;13.00;3.00
Cartï¿½ï¿½o B;MC Caverinha, KayBlack;2.00;2023.00;5.00;11.00;269.00;4.00;71573339.00;7.00;2.00;30.00;1.00;11.00;108.00;A;Minor;84.00;55.00;47.00;26.00;0.00;20.00;64.00
Danger (Spider) (Offset & JID);Offset, JID;2.00;2023.00;6.00;2.00;214.00;0.00;24975653.00;3.00;3.00;6.00;0.00;0.00;143.00;B;Major;83.00;25.00;69.00;4.00;0.00;23.00;12.00
Oi Balde - Ao Vivo;Zï¿½ï¿½ Neto & Crist;1.00;2023.00;2.00;14.00;845.00;2.00;145458418.00;12.00;57.00;47.00;1.00;33.00;108.00;D;Major;67.00;55.00;67.00;60.00;0.00;80.00;5.00
The Real Slim Shady;Eminem;1.00;2000.00;1.00;1.00;20763.00;27.00;1424589568.00;81.00;53.00;3271.00;1.00;17.00;104.00;F;Minor;95.00;78.00;66.00;3.00;0.00;4.00;6.00
MERCHO;Migrantes, LiL CaKe, Nico Valdi;3.00;2022.00;12.00;16.00;1267.00;20.00;231332117.00;41.00;22.00;56.00;4.00;84.00;93.00;F#;Minor;84.00;96.00;79.00;43.00;0.00;18.00;11.00
The Color Violet;Tory Lanez;1.00;2021.00;12.00;10.00;2585.00;32.00;415932686.00;3.00;79.00;21.00;1.00;54.00;105.00;F#;Minor;65.00;46.00;53.00;16.00;0.00;9.00;5.00
Glimpse of Us;Joji;1.00;2022.00;6.00;10.00;6330.00;6.00;988515741.00;109.00;42.00;158.00;3.00;31.00;170.00;G#;Major;44.00;27.00;32.00;89.00;0.00;14.00;5.00
Mejor Que Yo;Mambo Kingz, DJ Luian, Anuel Aa;3.00;2023.00;5.00;4.00;675.00;1.00;50847624.00;9.00;13.00;11.00;0.00;1.00;178.00;C#;Minor;62.00;56.00;66.00;18.00;0.00;12.00;5.00
Curtains;Ed Sheeran;1.00;2023.00;5.00;5.00;715.00;0.00;39893489.00;37.00;3.00;27.00;0.00;50.00;176.00;F#;Minor;50.00;44.00;76.00;10.00;0.00;32.00;5.00
UNFORGIVEN (feat. Nile Rodgers);Nile Rodgers, LE SSERAFIM;2.00;2023.00;5.00;1.00;327.00;13.00;92035115.00;14.00;110.00;9.00;0.00;49.00;104.00;E;Minor;80.00;38.00;88.00;11.00;0.00;11.00;5.00
Haegeum;Agust D;1.00;2023.00;4.00;21.00;244.00;12.00;118810253.00;6.00;84.00;10.00;2.00;9.00;85.00;G;Major;70.00;83.00;84.00;31.00;0.00;47.00;30.00
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ;Rich The Kid, Matuï¿;2.00;2023.00;4.00;30.00;385.00;4.00;77233241.00;17.00;7.00;41.00;1.00;29.00;117.00;F#;Minor;77.00;69.00;58.00;39.00;0.00;26.00;5.00
MIENTRAS ME CURO DEL CORA;Karol G;1.00;2023.00;2.00;24.00;1020.00;35.00;206399629.00;15.00;26.00;30.00;6.00;0.00;80.00;0;Major;52.00;57.00;48.00;86.00;0.00;15.00;39.00
Never Felt So Alone;Labrinth;1.00;2023.00;4.00;7.00;1730.00;3.00;117747907.00;46.00;5.00;51.00;0.00;20.00;98.00;F;Major;44.00;36.00;41.00;50.00;0.00;38.00;5.00
X SI VOLVEMOS;Karol G, Romeo Santos;2.00;2023.00;2.00;2.00;2127.00;33.00;266624541.00;45.00;80.00;53.00;8.00;4.00;178.00;C#;Minor;79.00;58.00;78.00;34.00;0.00;11.00;25.00
ceilings;Lizzy McAlpine;1.00;2022.00;4.00;8.00;3242.00;9.00;293186992.00;67.00;55.00;48.00;0.00;6.00;148.00;A;Major;51.00;27.00;33.00;48.00;0.00;22.00;3.00
Cupid;Fifty Fifty;1.00;2023.00;2.00;24.00;526.00;10.00;139681964.00;15.00;93.00;30.00;0.00;320.00;120.00;D;Major;77.00;94.00;66.00;65.00;0.00;38.00;3.00
I AM;IVE;1.00;2023.00;4.00;10.00;366.00;15.00;123132751.00;16.00;102.00;7.00;0.00;55.00;122.00;E;Minor;68.00;38.00;88.00;1.00;0.00;8.00;5.00
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe;sped up 8282;1.00;1997.00;1.00;1.00;472.00;2.00;103762518.00;0.00;0.00;6.00;0.00;0.00;144.00;F;Major;74.00;75.00;73.00;42.00;0.00;9.00;4.00
Shorty Party;Cartel De Santa, La Kelly;2.00;2023.00;3.00;4.00;432.00;12.00;162887075.00;8.00;14.00;12.00;2.00;33.00;96.00;D;Major;93.00;47.00;47.00;33.00;0.00;10.00;36.00
Super;SEVENTEEN;1.00;2023.00;4.00;24.00;271.00;12.00;91221625.00;16.00;103.00;9.00;0.00;55.00;137.00;G#;Major;77.00;35.00;88.00;16.00;0.00;17.00;9.00
Slut Me Out;NLE Choppa;1.00;2022.00;4.00;22.00;816.00;4.00;190490915.00;21.00;4.00;13.00;0.00;4.00;121.00;F#;Minor;94.00;71.00;61.00;12.00;0.00;53.00;42.00
Double Fantasy (with Future);The Weeknd, Future;2.00;2023.00;4.00;21.00;1169.00;0.00;96180277.00;36.00;65.00;28.00;0.00;0.00;119.00;A;Minor;60.00;10.00;57.00;1.00;0.00;50.00;3.00
All Of The Girls You Loved Before;Taylor Swift;1.00;2019.00;8.00;23.00;1282.00;6.00;185240616.00;26.00;6.00;19.00;0.00;5.00;96.00;D;Major;72.00;40.00;47.00;71.00;0.00;13.00;4.00
PROVENZA;Karol G;1.00;2022.00;4.00;21.00;6587.00;34.00;885093467.00;114.00;104.00;147.00;11.00;20.00;111.00;C#;Major;87.00;53.00;52.00;66.00;1.00;11.00;5.00
Princess Diana (with Nicki Minaj);Nicki Minaj, Ice Spice;2.00;2023.00;4.00;14.00;1444.00;4.00;104992946.00;0.00;0.00;0.00;0.00;0.00;148.00;A;Major;90.00;74.00;68.00;14.00;0.00;10.00;19.00
Di Que Si;Grupo Marca Registrada, Grupo Frontera;2.00;2023.00;2.00;3.00;356.00;10.00;147290338.00;4.00;64.00;4.00;2.00;37.00;182.00;A;Major;57.00;80.00;59.00;8.00;0.00;6.00;5.00
Shivers;Ed Sheeran;1.00;2021.00;9.00;9.00;10147.00;30.00;1302184087.00;234.00;71.00;543.00;18.00;0.00;141.00;D;Major;79.00;82.00;86.00;28.00;0.00;4.00;9.00
Igualito a Mi Apï¿;Fuerza Regida, Peso Pluma;2.00;2022.00;12.00;30.00;265.00;6.00;158950978.00;8.00;84.00;5.00;1.00;4.00;145.00;E;Minor;76.00;80.00;81.00;19.00;0.00;6.00;9.00
Shoong! (feat. LISA of BLACKPINK);TAEYANG, Lisa;2.00;2023.00;4.00;25.00;351.00;9.00;76910644.00;16.00;90.00;10.00;0.00;64.00;110.00;B;Minor;76.00;26.00;70.00;1.00;0.00;41.00;6.00
Komang;Raim Laode;1.00;2022.00;8.00;16.00;158.00;4.00;137123880.00;5.00;6.00;1.00;1.00;18.00;134.00;G;Major;70.00;35.00;41.00;41.00;0.00;10.00;3.00
DESPECHï¿;ROSALï¿½;1.00;2022.00;7.00;28.00;7613.00;33.00;782369383.00;180.00;90.00;422.00;15.00;55.00;130.00;G;Major;92.00;78.00;62.00;18.00;0.00;6.00;10.00
Made You Look;Meghan Trainor;1.00;2022.00;10.00;21.00;3956.00;6.00;502574952.00;142.00;23.00;127.00;3.00;16.00;145.00;A#;Major;84.00;88.00;53.00;35.00;0.00;8.00;7.00
Watch This - ARIZONATEARS Pluggnb Remix;sped up nightcore, ARIZONATEARS, Lil Uzi Vert;3.00;2023.00;2.00;5.00;1638.00;10.00;207033255.00;0.00;0.00;21.00;0.00;0.00;130.00;B;Minor;69.00;36.00;90.00;1.00;10.00;15.00;4.00
No Se Va;Grupo Frontera;1.00;2022.00;4.00;28.00;924.00;18.00;404887295.00;17.00;80.00;22.00;9.00;38.00;173.00;0;Major;59.00;69.00;53.00;12.00;0.00;23.00;3.00
Punto G;Quevedo;1.00;2022.00;11.00;4.00;1985.00;35.00;381161027.00;34.00;26.00;37.00;5.00;1.00;92.00;B;Minor;75.00;55.00;76.00;25.00;0.00;10.00;15.00
Lovers Rock;TV Girl;1.00;2014.00;6.00;5.00;6339.00;13.00;466231982.00;3.00;1.00;36.00;1.00;37.00;105.00;F;Minor;56.00;57.00;87.00;0.00;1.00;10.00;4.00
METAMORPHOSIS;INTERWORLD;1.00;2021.00;11.00;25.00;1561.00;24.00;357580552.00;18.00;78.00;24.00;0.00;30.00;175.00;G;Minor;59.00;15.00;64.00;43.00;90.00;12.00;10.00
Mami Chula;Quevedo, Jhayco;2.00;2023.00;4.00;27.00;875.00;4.00;61105704.00;17.00;13.00;27.00;0.00;43.00;120.00;G;Minor;80.00;33.00;70.00;22.00;0.00;9.00;4.00
En Paris;El Chachito, Junior H;2.00;2022.00;12.00;24.00;406.00;5.00;198275403.00;3.00;31.00;2.00;1.00;0.00;139.00;D#;Minor;70.00;77.00;48.00;37.00;0.00;12.00;5.00
Set Me Free Pt.2;Jimin;1.00;2023.00;3.00;17.00;340.00;13.00;168448603.00;4.00;71.00;16.00;1.00;9.00;132.00;0;Minor;59.00;56.00;82.00;12.00;0.00;12.00;6.00
I Was Never There;The Weeknd, Gesaffelstein;2.00;2018.00;3.00;29.00;4188.00;15.00;705469769.00;30.00;70.00;142.00;0.00;27.00;114.00;A#;Major;32.00;17.00;74.00;14.00;0.00;17.00;3.00
Don't ever say love me (feat. RM of BTS);RM, Colde;2.00;2023.00;5.00;4.00;105.00;0.00;34502215.00;5.00;9.00;5.00;0.00;0.00;145.00;B;Minor;54.00;19.00;48.00;36.00;0.00;37.00;5.00
Shut Down;BLACKPINK;1.00;2022.00;9.00;16.00;1524.00;17.00;482175240.00;53.00;120.00;62.00;0.00;2.00;110.00;0;Major;82.00;67.00;69.00;0.00;0.00;18.00;4.00
Gato de Noche;Nengo Flow, Bad Bunny;2.00;2022.00;12.00;22.00;2651.00;30.00;304118600.00;21.00;55.00;32.00;3.00;0.00;94.00;G#;Major;89.00;61.00;66.00;17.00;0.00;36.00;16.00
Call Out My Name;The Weeknd;1.00;2018.00;3.00;29.00;11087.00;6.00;1449799467.00;151.00;107.00;801.00;1.00;105.00;134.00;C#;Major;45.00;17.00;60.00;21.00;0.00;33.00;4.00
Like Crazy (English Version);Jimin;1.00;2023.00;3.00;24.00;373.00;19.00;173627354.00;4.00;72.00;5.00;0.00;5.00;120.00;G;Major;62.00;32.00;76.00;0.00;0.00;39.00;4.00
Rosa Pastel;Jasiel Nuï¿½ï¿½ez, Peso P;2.00;2023.00;2.00;2.00;200.00;4.00;90025258.00;8.00;77.00;2.00;1.00;1.00;123.00;G;Minor;70.00;86.00;68.00;24.00;0.00;11.00;4.00
Sunroof;Nicky Youre, Dazy;2.00;2021.00;12.00;3.00;3741.00;17.00;652704649.00;156.00;35.00;110.00;19.00;0.00;131.00;A#;Major;77.00;84.00;71.00;35.00;0.00;15.00;4.00
Lose Yourself - Soundtrack Version;Eminem;1.00;2002.00;1.00;1.00;32502.00;21.00;1829992958.00;247.00;54.00;5567.00;1.00;51.00;171.00;D;Major;70.00;6.00;73.00;1.00;0.00;36.00;26.00
Superman;Eminem, Dina Rae;2.00;2002.00;5.00;26.00;7615.00;14.00;655466831.00;18.00;51.00;1005.00;0.00;0.00;130.00;E;Minor;80.00;64.00;76.00;2.00;0.00;20.00;6.00
Mas Rica Que Ayer;Mambo Kingz, DJ Luian, Anuel Aa;3.00;2023.00;3.00;2.00;1208.00;34.00;146409671.00;10.00;41.00;20.00;0.00;1.00;94.00;B;Major;82.00;53.00;67.00;34.00;0.00;9.00;8.00
People Pt.2 (feat. IU);IU, Agust D;2.00;2023.00;4.00;7.00;209.00;4.00;95816024.00;4.00;45.00;11.00;2.00;24.00;89.00;G;Minor;73.00;44.00;57.00;39.00;0.00;32.00;6.00
REMIX EXCLUSIVO;Feid;1.00;2023.00;3.00;17.00;1235.00;9.00;117206995.00;20.00;8.00;15.00;0.00;6.00;87.00;F;Minor;65.00;71.00;56.00;4.00;0.00;15.00;20.00
Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol;Arcangel, Bizarrap;2.00;2023.00;3.00;22.00;654.00;3.00;100409613.00;11.00;3.00;18.00;1.00;1.00;124.00;B;Minor;72.00;79.00;78.00;55.00;0.00;15.00;30.00
DOGTOOTH;Tyler, The Creator;2.00;2023.00;3.00;27.00;1479.00;0.00;80758350.00;23.00;0.00;18.00;0.00;33.00;78.00;G#;Major;71.00;80.00;65.00;51.00;0.00;22.00;32.00
10:35;Tiï¿½ï¿½sto, Tate M;2.00;2022.00;11.00;1.00;4942.00;26.00;325592432.00;190.00;104.00;147.00;18.00;63.00;120.00;G#;Major;70.00;70.00;79.00;7.00;0.00;18.00;10.00
SORRY NOT SORRY;Tyler, The Creator;2.00;2023.00;3.00;31.00;709.00;0.00;58473276.00;8.00;1.00;13.00;0.00;0.00;96.00;F#;Minor;48.00;50.00;80.00;40.00;0.00;37.00;20.00
HAPPY;NF;1.00;2023.00;3.00;25.00;660.00;0.00;52722996.00;22.00;7.00;11.00;0.00;78.00;106.00;G;Major;73.00;22.00;86.00;31.00;0.00;12.00;4.00
La Bebe;Yng Lvcas;1.00;2021.00;12.00;24.00;489.00;17.00;191945597.00;4.00;11.00;5.00;1.00;2.00;170.00;D;Minor;78.00;75.00;46.00;62.00;0.00;12.00;35.00
I Know - PR1SVX Edit;Kanii, PR1ISVX;2.00;2023.00;3.00;24.00;407.00;0.00;77377503.00;16.00;15.00;5.00;0.00;1.00;134.00;B;Minor;67.00;11.00;76.00;8.00;47.00;30.00;7.00
Late Night Talking;Harry Styles;1.00;2022.00;5.00;20.00;7461.00;8.00;743693613.00;166.00;42.00;199.00;16.00;58.00;115.00;A#;Major;71.00;90.00;73.00;30.00;0.00;11.00;5.00
Leï¿½;Marï¿½ï¿½lia Mendo;1.00;2022.00;12.00;9.00;993.00;4.00;267789608.00;30.00;84.00;88.00;1.00;28.00;130.00;F#;Major;74.00;79.00;87.00;45.00;0.00;30.00;3.00
Save Your Tears (with Ariana Grande) (Remix);Ariana Grande, The Weeknd;2.00;2020.00;3.00;20.00;9161.00;5.00;1221813483.00;240.00;98.00;468.00;3.00;10.00;118.00;0;Major;65.00;63.00;79.00;3.00;0.00;10.00;3.00
Something in the Orange;Zach Bryan;1.00;2022.00;4.00;22.00;3282.00;12.00;449701773.00;67.00;84.00;46.00;16.00;117.00;110.00;G;Major;59.00;22.00;38.00;42.00;0.00;12.00;3.00
VOID;Melanie Martinez;1.00;2023.00;3.00;29.00;596.00;0.00;67070410.00;29.00;9.00;12.00;0.00;52.00;100.00;A;Major;72.00;42.00;66.00;18.00;4.00;19.00;4.00
Dijeron Que No La Iba Lograr;Fuerza Regida, Chino Pacas;2.00;2023.00;3.00;14.00;320.00;6.00;116334601.00;5.00;48.00;2.00;1.00;9.00;142.00;G;Minor;70.00;76.00;79.00;26.00;0.00;11.00;7.00
Midnight Rain;Taylor Swift;1.00;2022.00;10.00;21.00;2612.00;4.00;433356509.00;19.00;29.00;21.00;0.00;0.00;140.00;0;Major;64.00;18.00;37.00;72.00;0.00;12.00;7.00
If We Ever Broke Up;Mae Stephens;1.00;2023.00;2.00;10.00;2040.00;4.00;165584767.00;81.00;27.00;66.00;9.00;444.00;116.00;G;Major;90.00;96.00;73.00;62.00;0.00;9.00;4.00
You Proof;Morgan Wallen;1.00;2022.00;5.00;13.00;2128.00;9.00;367814306.00;37.00;88.00;9.00;0.00;14.00;120.00;A;Major;73.00;64.00;85.00;25.00;0.00;61.00;3.00
LA INOCENTE;Feid, Mora;2.00;2022.00;4.00;1.00;2598.00;37.00;477033549.00;28.00;57.00;43.00;8.00;85.00;92.00;F;Minor;76.00;46.00;79.00;31.00;0.00;7.00;6.00
Malas Decisiones;Kenia OS;1.00;2022.00;10.00;26.00;542.00;2.00;156214700.00;23.00;2.00;21.00;0.00;0.00;110.00;G#;Minor;81.00;64.00;79.00;5.00;0.00;31.00;3.00
Murder In My Mind;Kordhell;1.00;2022.00;1.00;21.00;2459.00;20.00;448843705.00;20.00;68.00;50.00;0.00;22.00;120.00;A#;Major;71.00;57.00;97.00;1.00;0.00;13.00;11.00
Gangsta's Paradise;Coolio, L.V.;2.00;1995.00;7.00;11.00;10624.00;17.00;1357608774.00;21.00;0.00;386.00;0.00;0.00;80.00;G#;Major;63.00;40.00;61.00;9.00;0.00;56.00;6.00
CAIRO;Karol G, Ovy On The Drums;2.00;2022.00;11.00;13.00;2418.00;26.00;294352144.00;52.00;66.00;55.00;1.00;16.00;115.00;F;Minor;95.00;43.00;69.00;47.00;0.00;9.00;31.00
I Love You So;The Walters;1.00;2014.00;11.00;28.00;7536.00;7.00;972164968.00;44.00;19.00;135.00;0.00;6.00;76.00;A#;Major;58.00;46.00;67.00;65.00;0.00;13.00;4.00
Dark Red;Steve Lacy;1.00;2017.00;2.00;20.00;10431.00;7.00;920045682.00;71.00;53.00;181.00;0.00;10.00;172.00;F#;Major;60.00;77.00;78.00;45.00;0.00;12.00;6.00
Say You Won't Let Go;James Arthur;1.00;2016.00;9.00;9.00;15722.00;16.00;2420461338.00;231.00;37.00;1509.00;0.00;13.00;99.00;A#;Major;40.00;45.00;56.00;69.00;0.00;9.00;5.00
The Hills;The Weeknd;1.00;2015.00;5.00;27.00;25744.00;4.00;1947371785.00;122.00;94.00;1992.00;0.00;18.00;136.00;0;Minor;36.00;12.00;57.00;9.00;0.00;14.00;8.00
Heart To Heart;Mac DeMarco;1.00;2019.00;5.00;10.00;1640.00;0.00;244658767.00;27.00;27.00;29.00;1.00;1.00;150.00;G#;Minor;90.00;64.00;14.00;67.00;35.00;11.00;10.00
Peaches (from The Super Mario Bros. Movie);Jack Black;1.00;2023.00;4.00;7.00;34.00;0.00;68216992.00;0.00;0.00;0.00;0.00;0.00;92.00;A#;Minor;71.00;41.00;31.00;79.00;0.00;10.00;5.00
Marisola - Remix;Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile;5.00;2022.00;12.00;15.00;1845.00;16.00;223582566.00;20.00;8.00;30.00;2.00;0.00;95.00;C#;Major;77.00;72.00;87.00;17.00;0.00;7.00;5.00
LOKERA;Brray, Rauw Alejandro, Lyanno;3.00;2022.00;7.00;25.00;3301.00;30.00;471819764.00;72.00;64.00;64.00;6.00;3.00;102.00;B;Minor;83.00;58.00;83.00;21.00;0.00;10.00;5.00
Low;SZA;1.00;2022.00;12.00;9.00;1911.00;0.00;272377463.00;23.00;71.00;14.00;0.00;9.00;145.00;0;Minor;70.00;34.00;55.00;43.00;0.00;16.00;6.00
Numb;Linkin Park;1.00;2003.00;3.00;24.00;20111.00;5.00;1361425037.00;39.00;0.00;7341.00;0.00;0.00;110.00;A;Major;50.00;24.00;86.00;0.00;0.00;64.00;4.00
Tormenta (feat. Bad Bunny);Gorillaz, Bad Bunny;2.00;2023.00;2.00;24.00;1529.00;0.00;149778242.00;32.00;18.00;39.00;2.00;0.00;95.00;0;Major;64.00;30.00;77.00;46.00;0.00;38.00;6.00
on the street (with J. Cole);j-hope, J. Cole;2.00;2023.00;3.00;3.00;615.00;2.00;116599790.00;22.00;82.00;8.00;0.00;9.00;94.00;B;Minor;68.00;81.00;82.00;53.00;0.00;9.00;13.00
One Thing At A Time;Morgan Wallen;1.00;2022.00;12.00;2.00;811.00;4.00;148469433.00;11.00;58.00;5.00;0.00;21.00;142.00;G;Major;61.00;92.00;91.00;0.00;0.00;26.00;3.00
Miss You;Robin Schulz, Oliver Tree;2.00;2022.00;8.00;5.00;5730.00;10.00;497225336.00;108.00;16.00;197.00;3.00;165.00;145.00;F#;Minor;59.00;20.00;74.00;1.00;0.00;15.00;5.00
Ainï¿½ï¿½ï¿½t Tha;Morgan Wallen;1.00;2023.00;3.00;3.00;356.00;4.00;88791109.00;4.00;20.00;0.00;0.00;0.00;121.00;F#;Minor;64.00;67.00;80.00;0.00;0.00;36.00;3.00
Thinkinï¿½ï¿½ï¿½ B;Morgan Wallen;1.00;2023.00;3.00;3.00;604.00;6.00;125917280.00;22.00;101.00;0.00;0.00;66.00;140.00;D#;Minor;66.00;43.00;76.00;49.00;0.00;12.00;3.00
Private Landing (feat. Justin Bieber & Future);Don Toliver, Future, Justin Bieber;3.00;2023.00;2.00;23.00;1190.00;0.00;105062254.00;29.00;3.00;18.00;0.00;19.00;137.00;C#;Minor;84.00;44.00;67.00;8.00;0.00;11.00;6.00
Everything I Love;Morgan Wallen;1.00;2023.00;1.00;31.00;579.00;0.00;95623148.00;11.00;54.00;0.00;0.00;103.00;104.00;G#;Major;56.00;72.00;85.00;0.00;0.00;15.00;3.00
Heaven;Niall Horan;1.00;2023.00;2.00;17.00;1553.00;2.00;144584800.00;61.00;6.00;48.00;0.00;150.00;92.00;F;Major;57.00;68.00;76.00;7.00;0.00;33.00;3.00
LET GO;Central Cee;1.00;2022.00;12.00;15.00;2301.00;20.00;298063749.00;49.00;23.00;110.00;0.00;8.00;146.00;D;Minor;74.00;51.00;45.00;86.00;0.00;21.00;38.00
Sial;Mahalini;1.00;2023.00;1.00;23.00;134.00;4.00;166570053.00;4.00;6.00;0.00;0.00;23.00;120.00;D;Major;56.00;20.00;43.00;89.00;0.00;12.00;4.00
I Wrote The Book;Morgan Wallen;1.00;2023.00;1.00;31.00;430.00;0.00;83021468.00;15.00;17.00;0.00;0.00;0.00;144.00;D;Major;68.00;83.00;81.00;9.00;0.00;8.00;4.00
"Apna Bana Le (From ""Bhediya"")";Arijit Singh, Sachin-Jigar;2.00;2022.00;11.00;5.00;86.00;0.00;139836056.00;11.00;101.00;0.00;0.00;48.00;94.00;A;Major;59.00;44.00;56.00;80.00;0.00;6.00;3.00
SPIT IN MY FACE!;ThxSoMch;1.00;2022.00;10.00;31.00;629.00;14.00;303216294.00;32.00;3.00;9.00;0.00;0.00;94.00;G#;Major;73.00;65.00;79.00;5.00;2.00;11.00;6.00
PLAYA DEL INGLï¿½;Myke Towers, Quevedo;2.00;2022.00;12.00;15.00;1701.00;15.00;221409663.00;30.00;15.00;34.00;2.00;47.00;113.00;G;Minor;79.00;66.00;74.00;8.00;0.00;11.00;5.00
Man Made A Bar (feat. Eric Church);Morgan Wallen, Eric Church;2.00;2023.00;3.00;3.00;329.00;0.00;58890931.00;14.00;35.00;1.00;0.00;0.00;148.00;E;Major;50.00;49.00;76.00;12.00;0.00;12.00;3.00
Red Ruby Da Sleeze;Nicki Minaj;1.00;2023.00;3.00;3.00;1168.00;0.00;81419389.00;45.00;11.00;20.00;0.00;21.00;98.00;C#;Major;70.00;29.00;73.00;12.00;0.00;11.00;26.00
Kahani Suno 2.0;Kaifi Khalil;1.00;2022.00;5.00;31.00;162.00;6.00;156777415.00;1.00;10.00;1.00;0.00;1.00;140.00;B;Major;58.00;26.00;38.00;91.00;0.00;10.00;4.00
Nobody Gets Me;SZA;1.00;2022.00;12.00;9.00;2536.00;6.00;284908316.00;59.00;100.00;58.00;13.00;2.00;100.00;G;Major;36.00;28.00;28.00;81.00;0.00;18.00;3.00
PERO Tï¿;Karol G, Quevedo;2.00;2023.00;2.00;23.00;387.00;11.00;93438910.00;11.00;15.00;14.00;3.00;1.00;140.00;F#;Major;86.00;68.00;79.00;39.00;0.00;11.00;29.00
Hype Boy;NewJeans;1.00;2022.00;8.00;1.00;892.00;17.00;363472647.00;20.00;119.00;12.00;2.00;7.00;100.00;E;Minor;59.00;78.00;94.00;27.00;0.00;29.00;23.00
Bloody Mary;Lady Gaga;1.00;2011.00;1.00;1.00;3909.00;0.00;372476382.00;66.00;26.00;277.00;3.00;734.00;100.00;A;Minor;59.00;49.00;65.00;2.00;0.00;13.00;3.00
Monotonï¿½;Ozuna, Shakira;2.00;2022.00;10.00;19.00;3645.00;15.00;380726517.00;118.00;34.00;150.00;4.00;19.00;132.00;0;Minor;87.00;82.00;70.00;42.00;0.00;21.00;5.00
ýýý98 Braves;Morgan Wallen;1.00;2023.00;3.00;3.00;282.00;0.00;56533272.00;6.00;15.00;0.00;0.00;0.00;142.00;D;Major;49.00;48.00;67.00;10.00;0.00;26.00;3.00
WANDA;Quevedo;1.00;2023.00;1.00;20.00;888.00;22.00;175399345.00;11.00;24.00;7.00;1.00;7.00;176.00;E;Minor;72.00;96.00;63.00;25.00;0.00;21.00;7.00
Thought You Should Know;Morgan Wallen;1.00;2022.00;5.00;6.00;968.00;4.00;203221468.00;16.00;53.00;1.00;0.00;61.00;140.00;F#;Major;53.00;51.00;70.00;49.00;0.00;14.00;3.00
In The End;Linkin Park;1.00;2000.00;10.00;24.00;25065.00;6.00;1624165576.00;63.00;0.00;6808.00;2.00;0.00;105.00;D#;Minor;55.00;40.00;90.00;1.00;0.00;32.00;6.00
Zona De Perigo;Leo Santana;1.00;2022.00;12.00;8.00;531.00;4.00;134294498.00;20.00;1.00;71.00;2.00;0.00;135.00;F;Major;81.00;97.00;77.00;75.00;0.00;35.00;3.00
Lovezinho;Treyce;1.00;2022.00;7.00;28.00;242.00;0.00;70069745.00;12.00;2.00;13.00;0.00;4.00;128.00;E;Minor;82.00;61.00;59.00;30.00;0.00;12.00;4.00
I Like You (A Happier Song) (with Doja Cat);Post Malone, Doja Cat;2.00;2022.00;6.00;3.00;5281.00;14.00;609293408.00;94.00;21.00;80.00;15.00;38.00;101.00;F;Major;74.00;43.00;69.00;12.00;0.00;12.00;7.00
Neverita;Bad Bunny;1.00;2022.00;5.00;6.00;2590.00;30.00;671365962.00;20.00;64.00;35.00;6.00;0.00;122.00;A#;Major;88.00;43.00;50.00;7.00;0.00;14.00;5.00
Vista Al Mar;Quevedo;1.00;2022.00;9.00;8.00;1769.00;34.00;362361576.00;16.00;19.00;21.00;3.00;4.00;105.00;0;Minor;76.00;49.00;56.00;80.00;12.00;10.00;13.00
Sem Alianï¿½ï¿½a no ;MC Xenon, Os Gemeos da Putaria;2.00;2022.00;12.00;23.00;454.00;4.00;93587665.00;6.00;1.00;21.00;0.00;1.00;83.00;C#;Major;53.00;40.00;36.00;73.00;0.00;11.00;33.00
Enemy (with JID) - from the series Arcane League of Legends;Imagine Dragons, League of Legends, JID, Arcane;4.00;2021.00;9.00;3.00;6180.00;7.00;1223481149.00;122.00;88.00;580.00;21.00;10.00;77.00;B;Minor;72.00;59.00;76.00;24.00;0.00;42.00;28.00
Revenge;XXXTENTACION;1.00;2017.00;8.00;25.00;3600.00;11.00;1022258230.00;7.00;0.00;203.00;0.00;2.00;140.00;B;Minor;75.00;18.00;25.00;78.00;0.00;11.00;26.00
Bombonzinho - Ao Vivo;Israel & Rodolffo, Ana Castela;2.00;2022.00;11.00;3.00;1254.00;6.00;263453310.00;26.00;69.00;73.00;2.00;6.00;158.00;C#;Major;65.00;72.00;95.00;31.00;0.00;92.00;5.00
